Image   Method   Validation  Confidence Person 
1	Fisher	True	1727.461108289711	"s1"
2	Fisher	True	1341.2995857308113	"s2"
3	Fisher	True	1529.3954065761932	"s3"
4	Fisher	False	2210.87722750678	"s3"
5	Fisher	False	1670.5237679709928	"s6"
6	Fisher	True	1669.417899035952	"s6"
7	Fisher	True	1487.2736779532395	"s7"
8	Fisher	False	1646.8223406535947	"s5"
9	Fisher	False	1568.6420218202516	"s2"
10	Fisher	False	1776.8984991133077	"s5"
11	Fisher	True	1527.389343612185	"s11"
12	Fisher	False	1848.6092199128575	"s3"
13	Fisher	False	1499.5936417859318	"s7"
14	Fisher	True	1725.4012723901471	"s14"
15	Fisher	False	1562.4438617290161	"s3"
