Image   Method   Validation  Confidence Person 
1	Eigen	True	7389.278432210869	"s1"
2	Eigen	False	6278.916212294074	"s5"
3	Eigen	True	6785.753731683394	"s3"
4	Eigen	False	5650.587917316819	"s1"
5	Eigen	False	5201.799722984797	"s1"
6	Eigen	True	5328.443585277	"s6"
7	Eigen	False	7601.914165740428	"s6"
8	Eigen	False	6102.508716330353	"s2"
9	Eigen	False	7229.44742493431	"s2"
10	Eigen	False	5756.494714331105	"s6"
11	Eigen	True	6921.7525804265715	"s11"
12	Eigen	False	5619.462837290838	"s1"
13	Eigen	False	5535.9817302361	"s6"
14	Eigen	False	6083.268074939211	"s6"
15	Eigen	False	5080.261215108443	"s3"
